Comments,Comment_ID,Reply_Count,Like_Count,Date,VidId,user_ID,Sentiment,DateOnly
Congrats Ken!!! I loved this video! Especially the roadmap on how to learn Data Science 📍,UgytMZWP6oJkVz7BJvp4AaABAg,1,1,2021-12-29 19:15:07+00:00,xpIFS6jZbe8,user_3671,Positive,2021-12-29
"It's that time of year again....""If I had to start over""  videos are coming",UgxHSt9iIPftMeFKP_54AaABAg,1,1,2021-12-29 19:03:58+00:00,xpIFS6jZbe8,user_4068,Neutral,2021-12-29
lol is the mask overlay a joke? i hope it is,Ugy3dfg5mu2xtTKCQaZ4AaABAg,1,1,2021-12-29 16:50:49+00:00,myhoWUrSP7o,user_2130,Positive,2021-12-29
"let's just hope this isn't just another diversity hire, happens too often these days",Ugz54_7NT4PYGF1eGFt4AaABAg,0,0,2021-12-29 16:48:25+00:00,Xgg7dIKys9E,user_5238,Neutral,2021-12-29
"Ken,i really lack from the maths side of things,what books/ressources do you recommand ?",Ugwo1t-vKRGzItBO_lV4AaABAg,2,1,2021-12-29 16:40:09+00:00,xpIFS6jZbe8,user_991,Positive,2021-12-29
"I have been reading a lot about investments and budgeting for the past couple years. A book that really made an impact on me is ""The Millionaire Next Door"" by Thomas Stanley. One of the most important concepts that stuck with me is understanding and balancing your offense and defense with money. ""Offense"" means controlling how much money you make - which you often have less control over. And ""defense"", which is how you spend money which is more controllable. It is pretty data heavy...which you might like as a data scientist.",Ugwswny5mE0YJ8c0o1x4AaABAg,1,1,2021-12-29 15:05:19+00:00,35g8fCi-kbw,user_4060,Positive,2021-12-29
"when you realize 2022 is pronounced as ""2020 too""",UgxZXgefH2jTlp8-9Yd4AaABAg,2,2,2021-12-29 14:51:23+00:00,xpIFS6jZbe8,user_2713,Neutral,2021-12-29
"Thanks, Ken. I have started learning myself Data Science, fortunately, I have a programming/math background. and so far I have found the going reasonable all though it is an effort in time. My question is this is there a place for a part-time / freelance Data Scientist? I find the field extremely interesting but I doubt if that is all I want to do. Also, do you know if c++ is still used in Data Science? Kind regards",UgwjyBpHqI-yBjHUsCN4AaABAg,1,4,2021-12-29 13:34:31+00:00,xpIFS6jZbe8,user_2166,Positive,2021-12-29
"Watched just right now, but worth it.
I want to entry in data science because I like to solve problems driven by data. I like to see the variables of a problem in the reality and reach a solution; solve real-world problems. This is something that I couldn't do with enginnering; college was a really frustation. But there I heard of 'data science' for the very first time and learn stathistics.
I trying to enter in this field in a self paced manner. Already study python documentation, trying pandas documentation. Anyway... I hope the year ahead will be better.",Ugz39QzJ-Q4nCIt746x4AaABAg,2,2,2021-12-29 13:13:35+00:00,xpIFS6jZbe8,user_4759,Positive,2021-12-29
Great video Ken!  I will be sharing with my incoming students this semester!,Ugzjrfn7Gxfa4VX92iF4AaABAg,1,1,2021-12-29 12:12:35+00:00,xpIFS6jZbe8,user_2085,Positive,2021-12-29
hey tech algorithm,Ugy-LThQY6dUlE3gchd4AaABAg,1,2,2021-12-29 11:44:23+00:00,xpIFS6jZbe8,user_1994,Neutral,2021-12-29
"I used your project-based learning approach from last year's video to learn data science. After 15 months and 700 hours of learning (no online courses, just individual studying), I landed as job as a mid-level data scientist in financial fraud detection. Thank you! This video is spot-on. Especially your emphasis of building a roadmap and systematically updating it as you grow.

2 not-obvious study habits which I found helpful:
1. I kept multiple projects open so that after I went through a topic (e.g. feature selection), I could implement it in multiple projects.
2. For each topic in my roadmap, I kept a date of when I last implemented the technique in a project. This helped me identify important topics which I had covered a while ago and might have partially forgotten, so that I could refresh my knowledge/skills.",UgxvUK7YnmwjsFwm1OB4AaABAg,10,120,2021-12-29 07:54:53+00:00,xpIFS6jZbe8,user_68,Neutral,2021-12-29
"Hi

how can we deploy this as a webapp on heroku?
waiting for your reply please :(",UgxIC80H3rS68-gaTYZ4AaABAg,0,0,2021-12-29 07:27:58+00:00,ammCGdzSoag,user_3047,Negative,2021-12-29
What should we know before we start these projects?,UgzSLbVo7M93Dy4mk454AaABAg,1,1,2021-12-28 20:05:14+00:00,8igH8qZafpo,user_4479,Neutral,2021-12-28
"Hi Ken, is a data scientist a software programmer? How to improve one's programming skills if one has had limited exposure or does not feel too confident about programming?",UgxNUX0vrYbiY7wSXVF4AaABAg,2,1,2021-12-28 17:49:08+00:00,4OZip0cgOho,user_1310,Positive,2021-12-28
How hard is it to get job without master's degree??,Ugz0mqKwj34rFzHRzNN4AaABAg,1,2,2021-12-28 17:42:40+00:00,xpIFS6jZbe8,user_2400,Negative,2021-12-28
"I had one question in regards with DS that is, is 2022  the best time to move into it especially since its been a ""hyped"" job for about past 3-4 years won't there be a high barrier to entry ?",Ugx6OnBJG0BrtkptvA94AaABAg,2,1,2021-12-28 17:20:31+00:00,xpIFS6jZbe8,user_5692,Positive,2021-12-28
What are your thoughts about the IBM and Google Data Science Certificates - good if you can afford it?,UgxPoggCmpLlU_nQynN4AaABAg,1,2,2021-12-28 15:31:57+00:00,xpIFS6jZbe8,user_337,Positive,2021-12-28
"Thanks for the recommendations Ken! I am always updating my learning path to include new things or based in things I enjoyed the most, for example making a deeper dive in data visualization.
What happened with the editing? There is a frame mirrowed in minute 5:52. Your desk is in the other side of the room.
Thanks again for the amazing content!",Ugx7UevQUe2Hrm5u_554AaABAg,1,1,2021-12-28 12:00:17+00:00,xpIFS6jZbe8,user_2807,Positive,2021-12-28
"can you make a video about new techniques you learned this year? there arent really resources on i guess ""advanced"" data science",UgwVq3gvDG1pdtDGhjJ4AaABAg,1,1,2021-12-28 10:45:40+00:00,xpIFS6jZbe8,user_4401,Positive,2021-12-28
"by the way, most data science college courses are fucking awful. take them for the credibility, but use Kaggle Learn and personal projects to actually learn things",UgyM6OBhbFfAExThRNh4AaABAg,3,1,2021-12-28 10:39:33+00:00,xpIFS6jZbe8,user_4401,Negative,2021-12-28
"really liked your work, we need more people like you. keep it up man!!",Ugw5Qhb9AubnLQepBVt4AaABAg,1,1,2021-12-28 07:11:54+00:00,nUOh_lDMHOU,user_70,Positive,2021-12-28
"Data science is a vast field and as ken said if we consider learning data science process as a journey we will enjoy the whole process rather than getting overwhelmed by it.
1) Set goal for your self (I want to get good understanding of deep learning)
2) Stick to it.
3) Do as many projects as you want.
4) Showcase your project so that world know what you are doing (you should be open for any kind of criticism or feedback)
5) Repeat step number 3 for the rest of the 2022.",UgwnpgF4nWJVJnOg3L14AaABAg,2,2,2021-12-28 06:15:10+00:00,xpIFS6jZbe8,user_659,Positive,2021-12-28
"""Data science is a journey not a destination"". Love this line.",Ugxdn_a08AFhYattkeh4AaABAg,1,3,2021-12-28 06:10:37+00:00,xpIFS6jZbe8,user_659,Positive,2021-12-28
"Happy new year Ken.! 🎉
Hopefully this year we will get more videos than 2021 😁",UgwK-yngHpFyyUzE6p94AaABAg,2,1,2021-12-28 06:02:38+00:00,xpIFS6jZbe8,user_659,Positive,2021-12-28
Excellent Vid! Im gona follow this . Be back in 2022,UgzgPoKbXmXY_aDonb94AaABAg,2,1,2021-12-28 04:32:54+00:00,xpIFS6jZbe8,user_1159,Positive,2021-12-28
I’ve been waiting all year for this! 🙌🏼 Solid advice Ken!,UgyAC9Ktvp6obHp3AOp4AaABAg,2,34,2021-12-28 02:34:33+00:00,xpIFS6jZbe8,user_2661,Neutral,2021-12-28
hey ken! i'm a freshman double majoring in cs and stats - also pursuing a data science-related career. just thought you should know that i as a college student find your channel extremely insightful and valuable. wishing the best for you and your content coming into 2022 :>,UgyVNlsgi3xa_YO_fgd4AaABAg,1,4,2021-12-28 02:20:37+00:00,xpIFS6jZbe8,user_1200,Positive,2021-12-28
"My goals this year is to complete the 365 data science course, I have been doing it since past couple of weeks, so I have gained the momentum, now just need to be consistent. Apart from that, I will try to do as many projects as I can and start freelancing in late 2022",UgxOEV-iH3NMt4RdVil4AaABAg,2,7,2021-12-28 02:06:19+00:00,xpIFS6jZbe8,user_530,Positive,2021-12-28
"I'm ready for the ultra sequel ""How I would learn data science if I had to start over (if I died and re-spawned in my next life as an alien)""",UgyK8IMuJWlTK4uEKWF4AaABAg,2,2,2021-12-28 00:36:25+00:00,xpIFS6jZbe8,user_1183,Neutral,2021-12-28
rip physical muscles I guess,UgwnBAE8tycx5R0PAxR4AaABAg,0,1,2021-12-27 23:05:42+00:00,xpIFS6jZbe8,user_4021,Neutral,2021-12-27
What is a good DS project involving a clothing boutique store. I live in a small town and been trying to think of good projects. It seems for a boutique regression and clustering comes to my mind.,UgzrvkS08yItWd0GI_d4AaABAg,5,2,2021-12-27 22:24:01+00:00,xpIFS6jZbe8,user_2887,Positive,2021-12-27
"""Stay True to the process"" .. You told me this last year which really stuck to my head and helped me get my recent job 🌻 Excited to be doing more projects and learn from/with u",UgxVLb6HxNYkx7fO0vl4AaABAg,5,5,2021-12-27 21:27:55+00:00,xpIFS6jZbe8,user_1889,Positive,2021-12-27
"I started using WSL since the last 5 months, it's really handy!",Ugz0pPDwhS4DEe0iQKp4AaABAg,1,2,2021-12-27 19:01:09+00:00,-zbLpoJVBMI,user_1389,Positive,2021-12-27
"I wonder if ken changed his mic recently, his voice is.. how do I describe it?.. more satisfying? Ken ASMR when?",Ugxaekv1DcMKXBapbwJ4AaABAg,1,1,2021-12-27 19:00:22+00:00,xpIFS6jZbe8,user_1389,Positive,2021-12-27
"All of them are such great advice. Thanks for the inspiring ideas. 😊 Furthermore, I completely agree with you about data science is a journey.🚀",UgyKLezYDSxzW8GnrTx4AaABAg,1,2,2021-12-27 18:52:57+00:00,xpIFS6jZbe8,user_234,Positive,2021-12-27
Hey Ken why don't you join youtube as developer and do coding. Make that link box appear on left side so you don't have to mirror your video.XD,UgwoIuTJHEFTn6-E1h54AaABAg,2,1,2021-12-27 18:36:38+00:00,xpIFS6jZbe8,user_391,Neutral,2021-12-27
Thank you so much!,UgwxmM2m5OCQ7NqRI0x4AaABAg,1,1,2021-12-27 18:27:43+00:00,xpIFS6jZbe8,user_2406,Positive,2021-12-27
"Hey Ken.
What do you think about the Open Source Society University's self taught data science curriculum?
I'm just starting my Junior year in college and wanted to start learning data science.",UgzMvtTItcRN5l4m6V54AaABAg,1,4,2021-12-27 18:25:57+00:00,xpIFS6jZbe8,user_2179,Neutral,2021-12-27
Very Super Nice video .. Big thanks Champ 💪🔝,UgwuXN3oTjkQv2LhLvR4AaABAg,1,1,2021-12-27 18:08:36+00:00,xpIFS6jZbe8,user_2975,Positive,2021-12-27
"Speaking of goals, it would be cool to see a TOP Goals video, etc.",Ugz8FoyecPlkrp_dXOZ4AaABAg,3,1,2021-12-27 17:06:03+00:00,xpIFS6jZbe8,user_2030,Positive,2021-12-27
"Congrats and thanks Ken! Happy new year to you, as much like you made my last year.
You are helping people man, keep the vibe! Respect from Brazil! :D",Ugye9zxDCuX884dHh1p4AaABAg,2,2,2021-12-27 16:33:55+00:00,xpIFS6jZbe8,user_1551,Positive,2021-12-27
"If I were relearn data science in 2022, I'd start by subscribing to your channel haha but in practicality it is:
1. Coursework 
2. Projects 
3. Teach

Also great motivational video for simple content creation during break!",Ugw_OsEMihKj9HR-eeV4AaABAg,2,3,2021-12-27 16:26:14+00:00,xpIFS6jZbe8,user_2030,Positive,2021-12-27
Really love how it will add up to previous video on this topic 💯,UgyyYkPZ5ivPMAGqovB4AaABAg,1,3,2021-12-27 16:10:29+00:00,xpIFS6jZbe8,user_4187,Positive,2021-12-27
"Great advice on typing out other people's work. Myself as a beginner it's easy to get flustered on projects as some solutions/tools I have not yet been exposed to. By looking up other's solutions/work and typing them out it really helps me to understand the anatomy of the code. Furthermore, sometimes the solutions don't work as I am using python 3.10 and so I have to work out and start fishing around for the latest 'iteration' of the module/code and that actually helps to drive home the knowledge.",Ugz2KDDqLw78GQzYwul4AaABAg,1,11,2021-12-27 16:08:56+00:00,xpIFS6jZbe8,user_2685,Positive,2021-12-27
"Thanks for the insights ken, do you think cloud computing skills (AWS, azure etc..) is necessary for the data science journey.",UgyDQ9gw_og3jcgcfq14AaABAg,2,1,2021-12-27 15:46:38+00:00,xpIFS6jZbe8,user_5361,Positive,2021-12-27
Excelente video Ken. Yo llevo 9 meses aprendiendo ciencia de datos y es una profesión increíble. Me siento muy feliz de haber aprendido sobre esto. El próximo año mi meta es tener un nivel B1 de ingles y usare tus videos para lograrlo. ¡Muchas gracias!,UgwVBCB5A0Mv7ox_2LN4AaABAg,1,2,2021-12-27 14:48:18+00:00,xpIFS6jZbe8,user_1154,Neutral,2021-12-27
"Ken, what I have found is all these online projects / learnings mostly gives 10 variables and ask to predict a 11th one. But in the real world it’s very difficult to goto that level of identifying a problem and later identifying a approach to solver a problem . Until now I have not seen any course teaching that. Your advice on this ?",UgyqUgVRhVibzQFoSE94AaABAg,2,8,2021-12-27 14:37:15+00:00,xpIFS6jZbe8,user_3342,Neutral,2021-12-27
Do you have a Udemy course?,Ugzfa-acyh0D84X9vBp4AaABAg,1,1,2021-12-27 13:57:46+00:00,xpIFS6jZbe8,user_2498,Neutral,2021-12-27
"Thanks a lot, some of us have only just started using python properly the last few months and videos like this are very useful",UgxW0cAQQdhM4TeSNVp4AaABAg,1,2,2021-12-27 13:54:55+00:00,xpIFS6jZbe8,user_711,Positive,2021-12-27
"""When beginning with this projects, they don't have to be original. You can go through the exact same analysis that someone else did, and still learn something. But typical learning session could just be you having someone else's project on half the screen and you typing it line-by-line and running it on other half of the screen. As you do this you can change the parameters, you can  experiment with different visuals and see how it works as you go.""

This one what i've been thinking for. i feel like i do nothing if i see someone's project and copy it to my notebook, but you just said it and i totally agree. we can experiment it with changing the code, maybe we use a different way to clean the data, or just define a function that others use repeated code, (a.k.a use DRY concept), and so on.

thanks Ken Jee, it really helps me out.",Ugx10zXU0tvpfQCy2dp4AaABAg,1,4,2021-12-27 13:32:55+00:00,xpIFS6jZbe8,user_156,Positive,2021-12-27
Awesome!! This is really helpful. Thanks,Ugwv1-jcoJGJrPD8Pax4AaABAg,1,11,2021-12-27 13:26:15+00:00,xpIFS6jZbe8,user_4815,Positive,2021-12-27
Let's accept KEN is the BEST 🥳,Ugzf-1q5mmJJkRA9tQR4AaABAg,1,2,2021-12-27 13:21:31+00:00,xpIFS6jZbe8,user_3659,Positive,2021-12-27
"This updated video is epic. Your pioneering ""If I had to start over"" video had inspired so many similarly named videos in the tech youtube space. Certainly agree with you on the importance of coding and how that opened up several doors of opportunities in accessing ""power tools"" for the data science learning journey. 
8:01 Also thanks for the mention 😆",Ugw_u6_Yv_P1-weQv754AaABAg,4,49,2021-12-27 13:20:57+00:00,xpIFS6jZbe8,user_1178,Positive,2021-12-27
Excellent video to watch at 5am!,Ugy-WLzzS8BdH1TO8Qd4AaABAg,1,1,2021-12-27 13:15:37+00:00,xpIFS6jZbe8,user_2384,Positive,2021-12-27
I agree it takes up to a year to get the fundamentals. Then you basically never stop learning.,Ugy1SZPJd6FWvbCnnNJ4AaABAg,2,1,2021-12-27 13:09:43+00:00,xpIFS6jZbe8,user_2099,Neutral,2021-12-27
Happy new year! Thanks for all the videos and the community you have created!,Ugwm3mXMMy1dEz4WCBt4AaABAg,1,1,2021-12-27 13:03:52+00:00,xpIFS6jZbe8,user_2265,Positive,2021-12-27
Hi sir,Ugw1zk1HEcWMg36kkVt4AaABAg,1,1,2021-12-27 13:03:23+00:00,xpIFS6jZbe8,user_5449,Neutral,2021-12-27
"Hello bro, which is more comfortable job in personal life? Data Scientist or Data Analyst or Cyber Security?",Ugy6iwfwEpAfm-9L-3h4AaABAg,1,1,2021-12-27 08:39:16+00:00,EMq4PH7PCeA,user_4000,Positive,2021-12-27
Booting process is sometimes very boring... This is a best way 🙌,UgwiHtDcchWKfEaSGw94AaABAg,0,2,2021-12-27 05:45:00+00:00,-zbLpoJVBMI,user_3452,Neutral,2021-12-27
Can we say it as a biggest machine learning model failure ? Idea is definitely good. I also think that whenever a big company buy something people expect good amount which may sometimes overestimated... Also fixing old house is more trouble than building new one...,UgweSU8rRVVuJpEkg5N4AaABAg,0,3,2021-12-27 05:27:28+00:00,FqNpDNmpcEo,user_3452,Positive,2021-12-27
Watching this in preparation for actually reading a book next year. Great video Ken!,Ugxg6wNPChaZq3CBoHR4AaABAg,1,2,2021-12-27 02:39:53+00:00,35g8fCi-kbw,user_4127,Positive,2021-12-27
"(Reminder that all resources I mentioned are linked in the description!)
Thanks for watching everyone! Let me know what your goals for this year are below! Mine Are:
- Do a project with a  Generative Adversarial Neural Net
- Enter at least 1 Kaggle Competition 
- Do at least 4 projects and share them on YouTube",UgxrNlcsez6W2cqMqW94AaABAg,4,59,2021-12-27 02:19:31+00:00,xpIFS6jZbe8,user_2385,Negative,2021-12-27
"Hello,
This is a late comment but I was wondering if someone has the same issue.
I followed the same steps to add images to my portfolio, but they are not being updated.
They show on the actual github page, but it does not show on my html link (12 hours have passed)
Any idea why this is happening?

Thank you!",Ugw5g2a3mgSGmdav-vV4AaABAg,0,0,2021-12-26 21:04:55+00:00,1aXk2RViq3c,user_1118,Negative,2021-12-26
content is ok. poorly done editing imo,Ugz9Bqf3MFAbcPlmaGt4AaABAg,2,0,2021-12-26 01:06:22+00:00,1aXk2RViq3c,user_5126,Neutral,2021-12-26
Your description of project 2 spit out a bunch of terms I'm not familiar with at all... I had to turn on captions to be sure I was hearing you right.  Guess I'm making flashcards.,UgziHbCvYlFd-49DlPd4AaABAg,0,0,2021-12-25 23:56:39+00:00,BBDiadC8BvE,user_1373,Positive,2021-12-25
If I had to choose between data science and cloud computing what should I choose ? Plz answer me,UgzN8FDC2Fdjgy2Duvx4AaABAg,1,1,2021-12-25 18:52:43+00:00,4OZip0cgOho,user_1550,Neutral,2021-12-25
First project can never be a perfect piece. The most important thing is to take start rather than thinking about the level of outcomes.,Ugy1hP9NW3-soRrVQsp4AaABAg,2,1,2021-12-25 15:59:36+00:00,cnqTU6eJwH0,user_659,Positive,2021-12-25
thank you for sharing your journey. It's super helpful for a c straight student in statistics like me. I've given up several time yet run to it again and again  through my work,Ugz_Usv_saUQ0pmhcdV4AaABAg,1,1,2021-12-25 14:21:11+00:00,S4Lei5mOppc,user_2666,Positive,2021-12-25
"No-code really is just a new buzzword that means what ""democratization"" used to mean.

It lets unskilled people do what we do so we can learn the new hotness in our field. I used to be a web analyst. When Google Analytics started interpreting itself, I moved on to software skills and ML skills.

No-code is good. As soon as we get comfortable with techniques, they are no longer cutting edge. So they're boring. No-code offloads that shit to our stakeholders so we can move on to the new cool stuff.",UgybXWMIUXmAt0JMjsp4AaABAg,1,1,2021-12-24 22:48:47+00:00,2qVWurPFwfc,user_3442,Neutral,2021-12-24
Great video! Thanks,Ugy0ZcDyOKgodG47PVZ4AaABAg,1,1,2021-12-24 17:32:48+00:00,4OZip0cgOho,user_3402,Positive,2021-12-24
I believe #66DaysOfData has changed many folks life. This initiative put alot of people in a daily habit of working on ds concepts,UgyqCTmx2x4G7mcng414AaABAg,2,1,2021-12-24 05:44:07+00:00,qV_AlRwhI3I,user_659,Positive,2021-12-24
Any recommendations for Kaggle projects that focus on r ?,Ugz5zQAMkXMMZ8qMkXt4AaABAg,1,1,2021-12-24 04:48:00+00:00,8igH8qZafpo,user_5764,Neutral,2021-12-24
Are you starting again this January? :D I just got to know about this initiative and I am going to start today :D,UgzD71gQi8mdtXhwEzZ4AaABAg,1,2,2021-12-23 19:12:39+00:00,qV_AlRwhI3I,user_859,Positive,2021-12-23
"This is so cool, thanks for that. One question though, once published if later I add a new project then do I need to generate all the files again and re-upload the whole content of the public folder, or is there a shortcut ?",Ugz6BUk9F30VnU5lebF4AaABAg,0,0,2021-12-23 19:06:50+00:00,mEZ1Hj5yQ-8,user_4394,Positive,2021-12-23
"Yeah, pretty much. 😂",UgzZRVzXvxlXhWiigeF4AaABAg,1,1,2021-12-23 03:02:36+00:00,68GGPK3WaqI,user_1701,Positive,2021-12-23
"Is this a private module, why does it give an error at the end?",UgycpPkxPdeNXa4fOyt4AaABAg,0,0,2021-12-22 20:59:53+00:00,zF_Q2v_9zKY,user_4441,Neutral,2021-12-22
I cant use it on Visual Studio Code and Anaconda doesnt working on my pc. How can i fix this?,Ugwb1qK_YacQbP-PDnx4AaABAg,0,0,2021-12-22 12:44:35+00:00,NCyPY-jfb3I,user_3326,Neutral,2021-12-22
I am a huge fan of WSL2. It make it easier to have one machine to do everything locally.,UgwkapIhlqPKIYsNJft4AaABAg,1,1,2021-12-22 07:54:42+00:00,-zbLpoJVBMI,user_5248,Positive,2021-12-22
I got a data scientist job right out of college. To be far I graduated with a computer science degree with a minior in mathematics.,UgyX4jX7J80qdwiB4ZZ4AaABAg,1,1,2021-12-22 06:30:50+00:00,sHRq-LshG3U,user_5792,Positive,2021-12-22
"Thenks for this explication, my quastion is what do you think about Coursera Courses, like Applied Data Science with Python Spécialisation ? Mercii",UgzihePVCi7AN-_f0Bp4AaABAg,1,1,2021-12-21 23:52:49+00:00,4OZip0cgOho,user_4915,Neutral,2021-12-21
"WSL 2 on my Dell Laptop with a Ryzen 5 chip was a huge headache. 
Constant Blue Screens of Death. 
Total waste of time.",Ugya3J0m2hrkjiA2fyl4AaABAg,1,0,2021-12-21 05:06:59+00:00,-zbLpoJVBMI,user_2876,Neutral,2021-12-21
LMAO! The tears! 😂,UgzIqRcIALTC5XsuS-R4AaABAg,1,1,2021-12-21 03:32:12+00:00,OtqQYqRNDGI,user_5170,Positive,2021-12-21
"Could u please tell how did you change color to black of ""Out""s ?",UgzcwHm3trcX4YI4LiR4AaABAg,0,0,2021-12-20 23:28:49+00:00,I3FBJdiExcg,user_359,Negative,2021-12-20
AutoML pretty scary...,Ugw7SX9CK4p2Othe--x4AaABAg,1,1,2021-12-20 17:52:41+00:00,2qVWurPFwfc,user_4893,Negative,2021-12-20
Nice,UgyNGNec18_ym6jH_vV4AaABAg,0,1,2021-12-20 17:45:38+00:00,-zbLpoJVBMI,user_4893,Positive,2021-12-20
Today I just got into college for artificial intelligence and data science  BTEC and Google recommend your article,UgwtdLk2Oy7SE5BQaEN4AaABAg,1,2,2021-12-20 14:27:20+00:00,2qVWurPFwfc,user_5542,Negative,2021-12-20
"I don't know what magic WSL2 uses, but it can consume up to 5.5 gigs of RAM of my 7 avaliable (1 gig is allocated to intergated GPU as VRAM). Can you even imagine launching virtual machine which can consume 80% with 1.5 gigs remained for host system?",Ugx-Re5VWnm35eStTHF4AaABAg,0,1,2021-12-20 08:36:42+00:00,-zbLpoJVBMI,user_4826,Positive,2021-12-20
"gui for wsl

https://www.youtube.com/watch?v=IL7Jd9rjgrM",UgxXyF-pti6m7UKl0Op4AaABAg,1,1,2021-12-19 13:02:26+00:00,-zbLpoJVBMI,user_5495,Neutral,2021-12-19
I'm a 1st year students majoring in CSE(Data science) I'm really confused or have no idea to choose project. I really wanna work on some project but don't know where to begin or how to do? It'd be grateful if you could help me regarding this.,Ugwg1Fi-X3_986O2AFV4AaABAg,2,2,2021-12-19 10:47:52+00:00,SVtRsDhHlDk,user_3923,Negative,2021-12-19
"Wsl consumes so much ram, just open a  very small react app with vs-code running with wsl-remote-extension and it  
uses 1.7 GB of ram. I have 8Gigs on my laptops and with running wsl it literally uses 85% of ram, and also got the BSOD multiple times. So Disappointed !",UgzPbY3bH2JDPtmjtkF4AaABAg,1,1,2021-12-19 07:53:34+00:00,-zbLpoJVBMI,user_381,Negative,2021-12-19
Would love to know the specs of a machine that can handle these!,Ugx2mXHSB0NgMf-LOCN4AaABAg,1,1,2021-12-19 03:36:08+00:00,-zbLpoJVBMI,user_1833,Positive,2021-12-19
"Hey Ken? Just a heads up, I will be using your LinkedIn profile in a motivational YouTube video w/ basketball theme to motivate LinkedIn professionals optimize their LinkedIn profile. :)",UgxVd1E1iVbf_cNzWz54AaABAg,1,1,2021-12-19 02:54:10+00:00,-zbLpoJVBMI,user_2030,Positive,2021-12-19
I feel like these are military secrets and shouldn't be shared 😬,UgyR3Hafw_lqJm6OxUV4AaABAg,1,1,2021-12-18 20:37:26+00:00,scSc6YSanQ0,user_2796,Negative,2021-12-18
Project in data science is the only thing that can stands out your profile in front of hiring managers.,Ugz8bxJy1YiWg6H3dPR4AaABAg,2,1,2021-12-18 19:25:57+00:00,KU__lDJj5iU,user_659,Neutral,2021-12-18
I believe kaggle should be a go to platform for any data scientist irrespective of whether you are a starter or seasoned data scientist.,UgyMXVW879hpTlEJlgl4AaABAg,2,1,2021-12-18 19:20:23+00:00,8igH8qZafpo,user_659,Positive,2021-12-18
D-did Ken cheat on Papayas with Persimmon ? I guess there's room for both of them now with WSL 2 :3,UgzoRz9mSwqAh-KL6-N4AaABAg,1,1,2021-12-18 14:22:30+00:00,-zbLpoJVBMI,user_1889,Positive,2021-12-18
"Hi Ken, thanks for your good sharing of data science! I've been working for a BI company for 5 months as a project manager. We set up data warehouses and develop Power BI dashboards for many customers in a big variety of industries (cosmetic, food, electronic, medicine, clinic, hotel, aquaculture., etc.) The business is pretty good. Some of them have started using machine learning for prediction. So I think that data science is trending upward.",Ugyr3mn4d1RoTnYT9vR4AaABAg,2,1,2021-12-18 09:05:39+00:00,2qVWurPFwfc,user_841,Positive,2021-12-18
Is it possible to have GUI with wsl2?,UgxjgHeiE_koffAIbYB4AaABAg,1,2,2021-12-18 05:55:33+00:00,-zbLpoJVBMI,user_1538,Neutral,2021-12-18
Oh I thought it would be a cat pot which I must say has changed my life. BUT DIS RLY COOL TOO :D,Ugzku9h8NyTGS8pV0nt4AaABAg,1,3,2021-12-18 00:26:47+00:00,-zbLpoJVBMI,user_4607,Positive,2021-12-18
"Hello sir i really benefit from ur great videos and briefs ,, i just want to ask can i start my journey as a data scientist or i have to start as a data analytic ,, thanks alot for reply 😊",UgxB12wJbn2k23TSc7l4AaABAg,1,1,2021-12-18 00:23:51+00:00,2qVWurPFwfc,user_642,Positive,2021-12-18
"While WSL2 is certainly a great addition, but working with GPU model training and Docker Desktop on WSL is... well quite a task for me",UgzZohIOIozRNkjwFaV4AaABAg,2,1,2021-12-17 19:53:29+00:00,-zbLpoJVBMI,user_164,Positive,2021-12-17
"1:38 I feel attacked, Ken!!! 😡🤬We need Power BI on Linux (and Mac)!! 
Moving past this, I will say that I love me some WSL2!!  I think it's great for learning and practicing Linux commands in the terminal, which IMO is a core skill to have for data science.",UgxlVST3kZppjEex-1x4AaABAg,2,7,2021-12-17 19:39:18+00:00,-zbLpoJVBMI,user_2661,Positive,2021-12-17
This was my first time knowing about this but it really sounds interesting and something worth look into💯✨,UgzpLbFyXDrZhD4W8ZR4AaABAg,1,2,2021-12-17 17:26:05+00:00,-zbLpoJVBMI,user_4187,Positive,2021-12-17
NEVER liked or could use VM,UgzxKZjmlQC0NG7dArN4AaABAg,1,0,2021-12-17 16:41:19+00:00,-zbLpoJVBMI,user_3976,Negative,2021-12-17
I think in the start of career most important is building projects without more focus on lowering accuracy. Later on can improve results with iterative process.,UgxBD58FCR1hPlboCmd4AaABAg,0,1,2021-12-17 16:13:18+00:00,imMPnCHvbkY,user_659,Positive,2021-12-17
I believe one thing that makes project strange if you think about problem you are facing in day to day life and try build project around it. In that way your project will be strange enough to catch a reader attention.,UgzvpfWUD5tkp36JLEp4AaABAg,0,1,2021-12-17 16:09:03+00:00,d6FeV8WXPWY,user_659,Neutral,2021-12-17
I heard about WSL 1 but with this video Everything is clear about WSL2,UgwKELh9ZWnWitcMswp4AaABAg,2,1,2021-12-17 16:03:37+00:00,-zbLpoJVBMI,user_659,Positive,2021-12-17
"Bro I can definitely recommend Leo and Longevity to you, he has a lot of videos about topics that surround health such as genetics, sleep, food, and especially longevity. Could be extra interesting to you as he studied statistics at the LSE",UgzHCrewg4ZzcSCjkex4AaABAg,1,1,2021-12-17 16:03:21+00:00,35g8fCi-kbw,user_786,Positive,2021-12-17
